Name,Rookie,JN,BD,BD_Y,Hgt,Wgt,Pos,Team,GP,G,A,PTS,Pts/G,+/-,PPG,PPA,GWG,ENG,PIM,PPP,PPP_Percentage,RNK
Jack Nesbitt,NO,71,,2007.0,6.04,182,C,Windsor Spitfires,46,17,25,42,0.91,11,3,7,4,2,45,10,23.8,37.5
Luke Torrance,NO,17,,2004.0,6.01,201,LW,Oshawa Generals,43,16,26,42,0.98,17,7,11,1,0,19,18,42.9,69.0
Cam Allen,NO,17,,2005.0,6.00,197,D,London Knights,41,11,31,42,1.02,15,3,6,1,0,45,9,21.4,38.5
Emil Pieniniemi,NO,7,,2005.0,6.03,177,D,Kingston Frontenacs,39,6,36,42,1.08,3,2,20,2,0,18,22,52.4,51.0
Cole Brown,NO,92,,2005.0,6.03,189,RW,Brantford Bulldogs,46,18,23,41,0.89,-5,6,11,2,0,30,17,41.5,35.5
Justin Cloutier,NO,24,,2005.0,5.09,186,RW,Soo Greyhounds,46,23,17,40,0.87,5,5,6,1,2,53,11,27.5,23.5
Dalyn Wakely,NO,81,,2004.0,6.01,198,C,Barrie Colts,37,19,21,40,1.08,17,6,8,5,1,32,14,35.0,54.5
Riley Patterson,NO,21,,2006.0,6.00 ,194,C,Barrie Colts,43,19,21,40,0.93,20,3,5,2,0,15,8,20.0,74.5
Sam McCue,NO,12,,2005.0,6.02,191,LW,Flint Firebirds,41,22,17,39,0.95,3,5,3,1,0,37,8,20.5,35.5
Charlie Paquette,NO,23,,2005.0,6.02,207,RW,Guelph Storm,44,18,21,39,0.89,-11,5,6,1,3,16,11,28.2,40.5
Cooper Foster,NO,29,,2005.0,6.00,187,C,Ottawa 67's,40,15,24,39,0.98,-8,4,11,1,2,46,15,38.5,12.0
Jacob LeBlanc,NO,18,,2004.0,6.01,186,D,North Bay Battalion,43,6,33,39,0.91,-24,1,17,0,0,16,18,46.2,21.5
Nathan Villeneuve,NO,89,,2006.0,6.00,195,C,Sudbury Wolves,36,20,18,38,1.06,-3,8,2,2,1,80,10,26.3,-16.0
Blake Montgomery,NO,47,,2005.0,6.04,195,LW,London Knights,29,19,19,38,1.31,29,1,4,3,0,4,5,13.2,91.5
William Nicholl,NO,73,,2006.0,6.00,184,C,London Knights,43,12,26,38,0.88,22,2,2,1,0,16,4,10.5,69.0
Cameron Reid,NO,18,,2007.0,6.00,175,LD,Kitchener Rangers,47,9,29,38,0.81,19,1,18,2,0,25,19,50.0,55.5
Beau Jelsma,NO,53,,2004.0,5.10,180,C,Barrie Colts,36,16,21,37,1.03,8,5,4,1,2,26,9,24.3,45.5
Finn Harding,NO,7,,2005.0,6.01,206,D,Brampton Steelheads,44,5,32,37,0.84,33,0,7,1,0,55,7,18.9,36.0
Brady Martin,NO,44,,2007.0,6.00,174,C,Soo Greyhounds,36,18,18,36,1.0,14,7,2,1,1,48,9,25.0,29.0
Easton Cowan,NO,7,,2005.0,6.00,185,RW,London Knights,26,17,19,36,1.38,12,5,8,4,2,24,13,36.1,50.5
Luca Romano,NO,86,,2007.0,5.11,168,C,Kitchener Rangers,46,16,19,35,0.76,3,6,8,2,0,12,14,40.0,51.5
Christopher Thibodeau,NO,9,,2005.0,5.10,158,RW,Flint Firebirds,39,15,20,35,0.9,8,3,8,2,2,19,11,31.4,49.0
Jacob Cloutier,YES,42,,2007.0,5.10,170,RW,Saginaw Spirit,44,15,20,35,0.8,9,5,1,0,1,33,6,17.1,36.0
Shamar Moses,NO,24,,2007.0,6.01,202,LW,North Bay Battalion,41,10,25,35,0.85,-8,3,16,2,1,29,19,54.3,20.5
Zach Filak,NO,11,,2004.0,6.01,185,C,Sarnia Sting,45,11,23,34,0.76,-1,3,3,0,1,49,6,17.6,6.5
Tyler Hopkins,NO,91,,2007.0,6.01,180,C,Kingston Frontenacs,43,10,24,34,0.79,-2,2,7,2,0,12,9,26.5,42.0
Anthony Cristoforo,NO,44,,2006.0,6.00,180,D,Windsor Spitfires,45,10,24,34,0.76,38,5,9,3,1,33,14,41.2,61.0
Tanner Lam,NO,37,,2007.0,5.08,140,RW,Kitchener Rangers,46,9,25,34,0.74,11,2,5,1,0,10,7,20.6,56.5
Tomáš Hamara,NO,9,,2004.0,6.00,192,D,Brantford Bulldogs,37,5,29,34,0.92,6,3,15,1,0,29,18,52.9,30.5
Carson Harmer,YES,13,,2007.0,5.10,185,C,Saginaw Spirit,44,17,16,33,0.75,8,5,2,2,1,15,7,21.2,51.0
Cole Davis,NO,78,,2006.0,5.10,184,LW,Windsor Spitfires,38,16,17,33,0.87,13,2,3,2,2,28,5,15.2,42.5
Braidy Wassilyn,YES,66,,2008.0,5.11,194,C,Niagara IceDogs,40,7,26,33,0.83,-2,4,7,0,0,12,11,33.3,39.0
Luke Ellinas,NO,19,,2006.0,6.01,186,C,Kitchener Rangers,41,18,14,32,0.78,10,6,2,4,1,36,8,25.0,31.0
Kaden Pitre,NO,17,,2006.0,6.00,185,C,Flint Firebirds,40,15,17,32,0.8,-4,1,2,3,0,36,3,9.4,15.5
Jacob Julien,NO,13,,2004.0,6.04,190,C,London Knights,45,8,24,32,0.71,3,3,7,4,0,34,10,31.2,21.0
Tristan Bertucci,NO,12,,2005.0,6.02,187,D,Barrie Colts,45,5,27,32,0.71,19,2,10,1,1,37,12,37.5,32.5
Landon Sim,NO,90,,2004.0,5.11,185,LW,London Knights,35,20,11,31,0.89,17,5,1,2,1,70,6,19.4,3.5
Carey Terrance,NO,10,,2005.0,6.01,186,C,Erie Otters,38,16,15,31,0.82,-3,2,6,1,2,10,8,25.8,41.5
Matthew Soto,NO,92,,2005.0,6.00,185,RW,Kingston Frontenacs,41,16,15,31,0.76,9,3,3,1,2,2,6,19.4,61.5
Evan Van Gorp,NO,14,,2006.0,5.10,165,LW,London Knights,44,14,17,31,0.7,14,2,3,4,2,8,5,16.1,59.5
Cole Beaudoin,NO,29,,2006.0,6.02,211,C,Barrie Colts,30,13,18,31,1.03,0,5,6,4,1,2,11,35.5,51.0
Martin Misiak,NO,90,,2004.0,6.02,200,C,Erie Otters,36,13,18,31,0.86,-15,7,5,2,0,12,12,38.7,26.0
Vilmer Alriksson,NO,25,,2005.0,6.06,234,LW,Brampton Steelheads,37,13,18,31,0.84,-8,5,7,1,0,20,12,38.7,25.0
Kashawn Aitcheson,NO,77,,2006.0,6.01,198,D,Barrie Colts,42,13,18,31,0.74,12,5,8,3,0,67,13,41.9,-2.0
Owen Van Steensel,NO,19,,2004.0,5.10,185,LW,Barrie Colts,45,13,18,31,0.69,-17,5,5,2,0,30,10,32.3,6.0
Matthew Buckley,NO,11,,2005.0,5.11,183,RW,Oshawa Generals,46,12,19,31,0.67,3,5,2,0,0,23,7,22.6,32.5
Quinton Burns,NO,41,,2005.0,6.02,199,D,Kingston Frontenacs,43,7,24,31,0.72,34,1,4,0,0,72,5,16.1,12.0
Jack Brauti,NO,6,,2006.0,6.00,165,D,Niagara IceDogs,42,6,25,31,0.74,0,0,10,2,0,31,10,32.3,18.5
Max Namestnikov,NO,26,,2004.0,5.08,184,LW,Guelph Storm,42,14,16,30,0.71,-25,4,4,2,0,40,8,26.7,-13.0
Ethan Belchetz,YES,61,,2008.0,6.05,226,LW,Windsor Spitfires,37,13,17,30,0.81,-2,4,4,1,0,21,8,26.7,28.5
Dylan Edwards,NO,11,,2005.0,5.08,169,RW,Erie Otters,42,13,17,30,0.71,-6,5,4,3,1,16,9,30.0,29.5
Nathan Aspinall,NO,76,,2006.0,6.07,195,LW,Flint Firebirds,41,12,18,30,0.73,-7,3,5,1,1,28,8,26.7,16.0
Easton Wainwright,NO,12,,2005.0,5.10,190,C,Sarnia Sting,42,11,19,30,0.71,4,2,3,3,0,38,5,16.7,16.5
Will Gerrior,NO,23,,2004.0,5.10,179,LW,Ottawa 67's,40,22,7,29,0.73,1,8,3,3,0,12,11,37.9,43.5
Jack Pridham,NO,24,,2005.0,6.02,185,RW,Kitchener Rangers,28,15,14,29,1.04,3,6,5,5,1,24,11,37.9,30.0
Brad Gardiner,NO,25,,2005.0,6.01,185,C,Barrie Colts,43,13,16,29,0.67,9,3,2,3,0,14,5,17.2,45.0
Ryan Brown,NO,23,,2007.0,5.11,172,LW,Sarnia Sting,45,13,16,29,0.64,8,0,3,2,2,19,3,10.3,39.0
Henry Brzustewicz,NO,2,,2007.0,6.01,194,D,London Knights,44,8,21,29,0.66,14,2,9,1,0,64,11,37.9,-2.5
Mitch Young,NO,5,,2005.0,6.02,190,D,Sarnia Sting,37,4,25,29,0.78,4,1,7,1,0,56,8,27.6,-6.5
Matthew Mayich,NO,22,,2004.0,6.02,197,D,Ottawa 67's,43,4,25,29,0.67,-12,1,5,0,0,44,6,20.7,-10.5
Tyson Doucette,NO,25,,2004.0,6.00,181,LW,Sarnia Sting,42,17,11,28,0.67,-14,5,6,0,0,15,11,39.3,21.5
Chase Coughlan,NO,9,,2005.0,5.11,194,RW,Sudbury Wolves,41,16,12,28,0.68,1,3,6,1,1,71,9,32.1,-20.0
Quentin Musty,NO,27,,2005.0,6.02,200,LW,Sudbury Wolves,17,13,15,28,1.65,-4,4,4,0,1,6,8,28.6,38.5
Carter Lowe,NO,85,,2006.0,6.03,215,LW,Barrie Colts,45,13,15,28,0.62,8,1,4,1,1,8,5,17.9,48.5
Jack Van Volsen,NO,14,,2006.0,6.02,190,C,Brampton Steelheads,43,11,17,28,0.65,-10,4,4,1,0,14,8,28.6,23.5
Mike Levin,NO,16,,2005.0,5.08,158,LW,Niagara IceDogs,40,10,18,28,0.7,-3,1,4,1,1,28,5,17.9,16.0
Oliver Bonk,NO,59,,2005.0,6.02,210,D,London Knights,32,8,20,28,0.88,21,2,10,1,0,20,12,42.9,47.0
Alex Kostov,NO,47,,2006.0,6.04,195,RW,Flint Firebirds,45,8,20,28,0.62,1,0,3,1,1,48,3,10.7,-1.0
Nick DeAngelis,NO,95,,2004.0,6.02,188,D,Sudbury Wolves,44,5,23,28,0.64,-2,3,15,0,1,32,18,64.3,10.5
Angus MacDonell,NO,17,,2005.0,5.10,185,C,Brampton Steelheads,22,15,12,27,1.23,3,5,4,1,1,47,9,33.3,4.0
Gage Heyes,NO,9,,2004.0,6.00,172,RW,Kingston Frontenacs,44,12,15,27,0.61,3,1,0,0,0,36,1,3.7,13.5
Jett Luchanko,NO,7,,2006.0,5.11,191,C,Guelph Storm,22,11,16,27,1.23,1,2,3,3,0,23,5,18.5,24.0
Noel Nordh,NO,43,,2005.0,6.02,198,LW,Soo Greyhounds,25,10,17,27,1.08,0,4,8,1,0,4,12,44.4,41.5
Emil Hemming,NO,28,,2006.0,6.01,205,RW,Barrie Colts,39,10,17,27,0.69,5,4,5,2,0,16,9,33.3,34.5
Evan Konyen,NO,91,,2004.0,6.00,180,RW,Flint Firebirds,45,10,17,27,0.6,-12,1,3,0,0,33,4,14.8,0.5
Owen Griffin,NO,96,,2007.0,5.10,160,C,Oshawa Generals,41,8,19,27,0.66,-9,1,8,2,0,25,9,33.3,10.5
Lev Katzin,YES,33,,2007.0,5.8,176,C,Guelph Storm,20,7,20,27,1.35,5,1,8,0,3,6,9,33.3,43.0
Matthew Mania,NO,19,,2005.0,6.01,190,D,Flint Firebirds,45,5,22,27,0.6,3,2,6,0,0,40,8,29.6,6.0
Adam Zidlicky,NO,91,,2005.0,6.00,170,LW,Brampton Steelheads,31,15,11,26,0.84,10,0,1,2,1,46,1,3.8,10.5
Beckham Edwards,YES,81,,2008.0,6.01,170,C,Sarnia Sting,39,15,11,26,0.67,-8,6,3,1,0,0,9,34.6,38.5
AJ Spellacy,NO,8,,2006.0,6.03,204,C,Windsor Spitfires,42,12,14,26,0.62,4,3,2,1,2,48,5,19.2,1.0
Zach Wigle,NO,26,,2004.0,6.00,193,C,North Bay Battalion,43,8,18,26,0.6,6,0,2,2,3,4,2,7.7,45.0
Jack Dever,NO,18,,2005.0,5.10,181,C,Ottawa 67's,39,5,21,26,0.67,-3,1,6,0,0,8,7,26.9,30.5
Pierce Mbuyi,YES,21,,2008.0,5.10,153,LW,Owen Sound Attack,41,15,10,25,0.61,-3,6,2,1,0,28,8,32.0,14.0
Connor Clattenburg,NO,23,,2005.0,6.02,205,LW,Flint Firebirds,32,13,12,25,0.78,-3,4,2,3,1,79,6,24.0,-38.0
Alex Assadourian,NO,8,,2005.0,5.10,172,C,Niagara IceDogs,24,12,13,25,1.04,12,1,5,2,1,18,6,24.0,37.5
Lauri Sinivuori,NO,42,,2006.0,6.01,180,LW,Oshawa Generals,46,11,14,25,0.54,9,0,3,4,1,31,3,12.0,21.0
Spencer Sova,NO,22,,2004.0,6.01,190,D,Brampton Steelheads,39,5,20,25,0.64,8,2,7,1,0,22,9,36.0,26.0
Bode Stewart,NO,71,,2006.0,6.01,175,LW,Barrie Colts,42,3,22,25,0.6,12,0,3,0,0,20,3,12.0,31.0
Gabriel Frasca,NO,86,,2006.0,6.01,180,C,Erie Otters,42,10,14,24,0.57,-12,2,5,0,1,24,7,29.2,5.0
Alessandro Di Iorio,YES,17,,2008.0,6.01,175,C,Sarnia Sting,35,7,17,24,0.69,-11,2,8,1,0,6,10,41.7,22.5
Nic Whitehead,NO,10,,2007.0,5.10,159,C,Ottawa 67's,45,6,18,24,0.53,-5,0,7,1,0,12,7,29.2,22.0
James Petrovski,NO,28,,2005.0,6.03,190,LD,Owen Sound Attack,46,0,24,24,0.52,-9,0,14,0,0,78,14,58.3,-51.0
Jonathan Melee,NO,23,,2004.0,6.00,184,LW,Peterborough Petes,43,16,7,23,0.53,-16,3,4,0,1,37,7,30.4,-10.5
Owen Allard,NO,14,,2004.0,6.02,200,C,Soo Greyhounds,23,12,11,23,1.0,-5,7,2,3,1,0,9,39.1,35.5
Travis Hayes,NO,13,,2007.0,5.11,169,RW,Soo Greyhounds,42,11,12,23,0.55,1,1,1,0,0,34,2,8.7,7.0
Aiden Young,NO,26,,2007.0,5.10,180,C,Peterborough Petes,42,11,12,23,0.55,-4,4,6,1,0,22,10,43.5,14.0
Blake Smith,NO,5,,2004.0,6.05,225,D,Flint Firebirds,43,9,14,23,0.53,4,2,2,1,0,32,4,17.4,11.0
Dimian Zhilkin,YES,71,,2008.0,5.09,160,RW,Saginaw Spirit,30,7,16,23,0.77,2,1,5,0,0,26,6,26.1,14.0
Tristan Delisle,NO,40,,2007.0,5.11,172,C,Owen Sound Attack,43,7,16,23,0.53,-5,1,4,2,0,45,5,21.7,-12.0
Owen Protz,NO,12,,2006.0,6.02,207,D,Brantford Bulldogs,45,5,18,23,0.51,-1,0,1,2,0,38,1,4.3,-2.0
Beau Akey,NO,86,,2005.0,6.00,183,D,Barrie Colts,34,4,19,23,0.68,10,0,8,0,1,24,8,34.8,22.5
Calvin Crombie,NO,14,,2005.0,6.00,186,RW,Brantford Bulldogs,39,3,20,23,0.59,-5,0,3,1,0,53,3,13.0,-22.0
Chase Reid,YES,25,,2007.0,6.02,185,D,Soo Greyhounds,18,2,21,23,1.28,7,1,8,0,0,18,9,39.1,24.5
Matthew Wang,NO,28,,2005.0,6.02,202,LW,Flint Firebirds,45,13,9,22,0.49,8,1,0,2,0,39,1,4.5,8.5
Caden Taylor,NO,19,,2007.0,6.03,185,LW,Peterborough Petes,45,12,10,22,0.49,-24,4,3,1,0,30,7,31.8,-15.0
Colin Fitzgerald,YES,27,,2008.0,6.02,195,C,Peterborough Petes,39,9,13,22,0.56,-16,4,6,0,0,43,10,45.5,-21.5
Andrew Vermeulen,NO,27,,2006.0,6.02,200,LW,Kitchener Rangers,44,8,14,22,0.5,15,1,2,0,1,20,3,13.6,32.0
Matthew Schaefer,NO,48,,2007.0,6.02,183,D,Erie Otters,17,7,15,22,1.29,21,2,6,2,0,8,8,36.4,49.5
Jimmy Lombardi,NO,10,,2007.0,6.00,178,C,Flint Firebirds,41,6,16,22,0.54,-6,1,3,0,0,21,4,18.2,9.0
Luca D'Amato,NO,4,,2004.0,5.09,160,D,Oshawa Generals,46,4,18,22,0.48,-1,0,6,0,1,25,6,27.3,9.0
Carson Woodall,NO,24,,2006.0,5.11,183,D,Windsor Spitfires,45,3,19,22,0.49,-5,0,12,0,0,14,12,54.5,15.5
Nic Sima,NO,92,,2005.0,6.03,195,RW,Saginaw Spirit,39,10,11,21,0.54,-12,3,5,1,1,65,8,38.1,-40.5
Lukas Fischer,NO,13,,2006.0,6.03,184,D,Sarnia Sting,28,9,12,21,0.75,-6,3,4,1,0,45,7,33.3,-15.0
Filip Ekberg,YES,34,,2007.0,5.10,166,C,Ottawa 67's,32,9,12,21,0.66,-3,5,8,1,0,2,13,61.9,31.0
Luke McNamara,NO,29,,2005.0,6.03,182,C,Windsor Spitfires,43,8,13,21,0.49,13,2,1,0,0,42,3,14.3,6.5
Chris Barlas,NO,9,,2005.0,5.10,182,LW,Ottawa 67's,44,6,15,21,0.48,-15,2,1,0,0,31,3,14.3,-11.5
Bruce McDonald,NO,29,,2004.0,6.00,177,C,Owen Sound Attack,45,6,15,21,0.47,-11,0,6,1,1,8,6,28.6,15.5
Sebastien Gervais,NO,15,,2005.0,6.01,190,C,Saginaw Spirit,35,4,17,21,0.6,-5,0,4,1,0,14,4,19.0,14.5
Alexis Daviault,NO,72,,2005.0,6.00,184,D,Erie Otters,41,4,17,21,0.51,-24,1,7,0,0,50,8,38.1,-40.5
Ruslan Karimov,YES,19,,2007.0,6.00,200,LW,Sarnia Sting,43,10,10,20,0.47,-6,1,3,1,0,42,4,20.0,-13.0
Jacob Therrien,NO,6,,2006.0,5.08,170,RW,North Bay Battalion,33,7,13,20,0.61,-26,5,8,1,0,59,13,65.0,-51.5
Carson Cameron,NO,15,,2007.0,6.02,193,D,Peterborough Petes,43,7,13,20,0.47,-18,2,8,1,0,16,10,50.0,-0.5
Martin Matejicek,NO,5,,2005.0,6.02,205,D,Peterborough Petes,45,7,13,20,0.44,-9,1,3,2,0,20,4,20.0,4.5
Jesse Nurmi,NO,44,,2005.0,6.00,180,LW,London Knights,36,6,14,20,0.56,6,0,3,0,0,10,3,15.0,29.0
James Guo,NO,73,,2005.0,6.01,195,RD,Saginaw Spirit,40,4,16,20,0.5,16,0,2,1,0,25,2,10.0,23.0
Matthew Virgilio,NO,48,,2006.0,5.11,196,D,Niagara IceDogs,46,4,16,20,0.43,-6,2,8,0,0,44,10,50.0,-18.0
Jakub Chromiak,NO,3,,2005.0,5.11,183,RD,Kitchener Rangers,34,3,17,20,0.59,10,2,8,0,0,14,10,50.0,27.5
Rylan Singh,NO,4,,2007.0,5.11,187,D,Guelph Storm,44,2,18,20,0.45,-30,0,8,0,0,14,8,40.0,-13.0
Vann Williamson,NO,27,,2006.0,6.01,188,D,Kingston Frontenacs,44,2,18,20,0.45,14,0,2,1,0,16,2,10.0,29.0
Carson Campbell,NO,8,,2006.0,6.01,180,RD,Kitchener Rangers,45,1,19,20,0.44,17,0,0,0,0,22,0,0.0,25.5
Gabriel Chiarot,NO,20,,2006.0,5.11,191,RW,Brampton Steelheads,42,10,9,19,0.45,7,0,0,1,0,47,0,0.0,-6.5
Cole Zurawski,YES,17,,2008.0,6.00,181,RW,Owen Sound Attack,40,9,10,19,0.48,6,0,0,1,0,11,0,0.0,28.0
Ben Pickell,NO,12,,2005.0,5.09,186,C,Kingston Frontenacs,43,9,10,19,0.44,7,0,0,1,0,34,0,0.0,6.0
Carter Stevens,YES,96,,2008.0,6.01,184,C,Guelph Storm,43,9,10,19,0.44,-11,5,5,0,0,28,10,52.6,-6.0
Parker Snelgrove,NO,9,,2007.0,6.00,189,C,Guelph Storm,44,9,10,19,0.43,-9,0,0,0,0,25,0,0.0,-1.0
Mason Zebeski,NO,19,,2005.0,6.02,197,LW,Brampton Steelheads,34,8,11,19,0.56,-1,0,1,1,0,41,1,5.3,-9.5
Joshua Avery,YES,86,,2007.0,6.01,170,C,Brantford Bulldogs,44,8,11,19,0.43,2,1,0,0,0,10,1,5.3,24.5
Kieran Witkowski,NO,13,,2007.0,5.11,176,LW,Brampton Steelheads,44,8,11,19,0.43,0,0,0,1,0,14,0,0.0,18.5
Lucas Karmiris,NO,27,,2006.0,5.11,190,C,Brampton Steelheads,25,6,13,19,0.76,7,1,2,1,0,19,3,15.8,19.5
Jared Woolley,NO,51,,2006.0,6.05,207,D,London Knights,45,5,14,19,0.42,38,1,1,0,0,57,2,10.5,12.0
Gavin Bryant,NO,13,,2004.0,5.11,188,C,Peterborough Petes,31,8,10,18,0.58,-3,2,2,3,0,22,4,22.2,6.0
Tnias Mathurin,NO,74,,2004.0,6.03,200,D,Windsor Spitfires,38,6,12,18,0.47,25,0,0,1,0,18,0,0.0,37.0
Braydon McCallum,NO,29,,2006.0,5.10,185,RW,Peterborough Petes,36,5,13,18,0.5,-16,1,6,0,2,81,7,38.9,-67.5
Kaeden Johnston,NO,20,,2005.0,6.01,175,RW,Saginaw Spirit,41,5,13,18,0.44,-13,0,0,0,0,22,0,0.0,-5.5
Donovan McCoy,NO,19,,2004.0,6.01,205,D,Sudbury Wolves,36,4,14,18,0.5,-2,1,7,1,0,36,8,44.4,-9.0
Jakub Fibigr,NO,5,,2006.0,6.00,171,D,Brampton Steelheads,34,3,15,18,0.53,3,1,2,0,0,10,3,16.7,21.5
Max Crete,YES,23,,2008.0,5.09,182,C,Niagara IceDogs,46,11,6,17,0.37,-10,2,1,1,1,38,3,17.6,-17.0
