Name,Rookie,JN,BD,BD_Y,Hgt,Wgt,Pos,Team,GP,G,A,PTS,Pts/G,+/-,PPG,PPA,GWG,ENG,PIM,PPP,PPP_Percentage,RNK
Joey Willis,NO,14,,2005.0,5.11,185,C,Kingston Frontenacs,33,21,21,42,1.27,5,5,8,3,1,30,13,31.0,48.5
Trent Swick,NO,57,,2004.0,6.06,208,LW,Kitchener Rangers,41,19,23,42,1.02,-2,6,4,3,2,30,10,23.8,40.5
Landen Hookey,NO,10,,2004.0,6.05,222,RW,Owen Sound Attack,45,19,23,42,0.93,-4,6,8,3,1,45,14,33.3,23.5
Marco Mignosa,NO,26,,2005.0,5.11,170,RW,Soo Greyhounds,34,18,24,42,1.24,-7,2,13,2,0,13,15,35.7,52.0
Jack Nesbitt,NO,71,,2007.0,6.04,182,C,Windsor Spitfires,45,17,25,42,0.93,11,3,7,4,2,43,10,23.8,39.5
Luke Torrance,NO,17,,2004.0,6.01,199,LW,Oshawa Generals,42,16,26,42,1.0,20,7,11,1,0,19,18,42.9,72.0
Ryan Abraham,NO,12,,2004.0,5.08,168,C,Windsor Spitfires,44,15,27,42,0.95,8,5,7,1,1,30,12,28.6,48.5
Emil Pieniniemi,NO,7,,2005.0,6.03,177,D,Kingston Frontenacs,39,6,36,42,1.08,3,2,20,2,0,18,22,52.4,51.0
Sam O'Reilly,NO,23,,2006.0,6.01,190,C,London Knights,42,18,23,41,0.98,34,4,8,4,0,16,12,29.3,88.5
Cole Brown,NO,92,,2005.0,6.03,189,RW,Brantford Bulldogs,46,18,23,41,0.89,-5,6,11,2,0,30,17,41.5,35.5
Dalyn Wakely,NO,81,,2004.0,6.01,198,C,Barrie Colts,37,19,21,40,1.08,17,6,8,5,1,32,14,35.0,54.5
Riley Patterson,NO,21,,2006.0,6.00 ,194,C,Barrie Colts,43,19,21,40,0.93,20,3,5,2,0,15,8,20.0,74.5
Cam Allen,NO,17,,2005.0,6.00,197,D,London Knights,40,10,30,40,1.0,13,3,6,1,0,45,9,22.5,33.0
Sam McCue,NO,12,,2005.0,6.02,191,LW,Flint Firebirds,41,22,17,39,0.95,3,5,3,1,0,37,8,20.5,35.5
Cooper Foster,NO,29,,2005.0,6.00,187,C,Ottawa 67's,40,15,24,39,0.98,-8,4,11,1,2,46,15,38.5,12.0
Jacob LeBlanc,NO,18,,2004.0,6.01,186,D,North Bay Battalion,42,6,33,39,0.93,-23,1,17,0,0,16,18,46.2,22.5
Justin Cloutier,NO,24,,2005.0,5.09,186,RW,Soo Greyhounds,44,21,17,38,0.86,3,5,6,1,2,49,11,28.9,21.5
Nathan Villeneuve,NO,89,,2006.0,6.00,195,C,Sudbury Wolves,35,19,18,37,1.06,-1,8,2,2,1,80,10,27.0,-16.0
Beau Jelsma,NO,53,,2004.0,5.10,180,C,Barrie Colts,36,16,21,37,1.03,8,5,4,1,2,26,9,24.3,45.5
William Nicholl,NO,73,,2006.0,6.00,184,C,London Knights,42,12,25,37,0.88,21,2,2,1,0,16,4,10.8,66.5
Cameron Reid,NO,18,,2007.0,6.00,175,LD,Kitchener Rangers,46,8,29,37,0.8,19,0,18,2,0,25,18,48.6,53.5
Finn Harding,NO,7,,2005.0,6.01,206,D,Brampton Steelheads,43,5,32,37,0.86,34,0,7,1,0,51,7,18.9,41.0
Blake Montgomery,NO,47,,2005.0,6.04,195,LW,London Knights,28,18,18,36,1.29,28,1,4,3,0,4,5,13.9,87.0
Easton Cowan,NO,7,,2005.0,6.00,185,RW,London Knights,26,17,19,36,1.38,12,5,8,4,2,24,13,36.1,50.5
Luca Romano,NO,86,,2007.0,5.11,168,C,Kitchener Rangers,45,16,19,35,0.78,4,6,8,2,0,12,14,40.0,52.5
Christopher Thibodeau,NO,9,,2005.0,5.10,158,RW,Flint Firebirds,39,15,20,35,0.9,8,3,8,2,2,19,11,31.4,49.0
Charlie Paquette,NO,23,,2005.0,6.02,207,RW,Guelph Storm,43,15,20,35,0.81,-13,4,6,1,2,16,10,28.6,31.0
Jacob Cloutier,YES,42,,2007.0,5.10,170,RW,Saginaw Spirit,43,15,19,34,0.79,8,5,1,0,1,33,6,17.6,33.5
Zach Filak,NO,11,,2004.0,6.01,185,C,Sarnia Sting,45,11,23,34,0.76,-1,3,3,0,1,49,6,17.6,6.5
Shamar Moses,NO,24,,2007.0,6.01,202,LW,North Bay Battalion,40,10,24,34,0.85,-9,3,16,2,1,29,19,55.9,18.0
Tyler Hopkins,NO,91,,2007.0,6.01,180,C,Kingston Frontenacs,43,10,24,34,0.79,-2,2,7,2,0,12,9,26.5,42.0
Anthony Cristoforo,NO,44,,2006.0,6.00,180,D,Windsor Spitfires,44,10,24,34,0.77,35,5,9,3,1,24,14,41.2,67.0
Tanner Lam,NO,37,,2007.0,5.08,140,RW,Kitchener Rangers,45,9,25,34,0.76,12,2,5,1,0,10,7,20.6,57.5
Tomáš Hamara,NO,9,,2004.0,6.00,192,D,Brantford Bulldogs,37,5,29,34,0.92,6,3,15,1,0,29,18,52.9,30.5
Brady Martin,NO,44,,2007.0,6.00,174,C,Soo Greyhounds,34,16,17,33,0.97,12,6,2,1,1,46,8,24.2,23.5
Cole Davis,NO,78,,2006.0,5.10,184,LW,Windsor Spitfires,38,16,17,33,0.87,13,2,3,2,2,28,5,15.2,42.5
Braidy Wassilyn,YES,66,,2008.0,5.11,194,C,Niagara IceDogs,39,7,26,33,0.85,-3,4,7,0,0,12,11,33.3,38.0
Luke Ellinas,NO,19,,2006.0,6.01,186,C,Kitchener Rangers,41,18,14,32,0.78,10,6,2,4,1,36,8,25.0,31.0
Carson Harmer,YES,13,,2007.0,5.10,185,C,Saginaw Spirit,43,17,15,32,0.74,7,5,1,2,1,15,6,18.8,48.5
Kaden Pitre,NO,17,,2006.0,6.00,185,C,Flint Firebirds,40,15,17,32,0.8,-4,1,2,3,0,36,3,9.4,15.5
Tristan Bertucci,NO,12,,2005.0,6.02,187,D,Barrie Colts,45,5,27,32,0.71,19,2,10,1,1,37,12,37.5,32.5
Matthew Soto,NO,92,,2005.0,6.00,185,RW,Kingston Frontenacs,41,16,15,31,0.76,9,3,3,1,2,2,6,19.4,61.5
Cole Beaudoin,NO,29,,2006.0,6.02,211,C,Barrie Colts,30,13,18,31,1.03,0,5,6,4,1,2,11,35.5,51.0
Vilmer Alriksson,NO,25,,2005.0,6.06,234,LW,Brampton Steelheads,36,13,18,31,0.86,-7,5,7,1,0,18,12,38.7,28.0
Kashawn Aitcheson,NO,77,,2006.0,6.01,198,D,Barrie Colts,42,13,18,31,0.74,12,5,8,3,0,67,13,41.9,-2.0
Owen Van Steensel,NO,19,,2004.0,5.10,185,LW,Barrie Colts,45,13,18,31,0.69,-17,5,5,2,0,30,10,32.3,6.0
Matthew Buckley,NO,11,,2005.0,5.11,183,RW,Oshawa Generals,45,12,19,31,0.69,5,5,2,0,0,23,7,22.6,34.5
Quinton Burns,NO,41,,2005.0,6.02,199,D,Kingston Frontenacs,43,7,24,31,0.72,34,1,4,0,0,72,5,16.1,12.0
Carey Terrance,NO,10,,2005.0,6.01,186,C,Erie Otters,36,16,14,30,0.83,-2,2,6,1,2,8,8,26.7,43.0
Max Namestnikov,NO,26,,2004.0,5.08,184,LW,Guelph Storm,42,14,16,30,0.71,-25,4,4,2,0,40,8,26.7,-13.0
Ethan Belchetz,YES,61,,2008.0,6.05,226,LW,Windsor Spitfires,36,13,17,30,0.83,-2,4,4,1,0,21,8,26.7,28.5
Dylan Edwards,NO,11,,2005.0,5.08,169,RW,Erie Otters,40,13,17,30,0.75,-5,5,4,3,1,16,9,30.0,30.5
Evan Van Gorp,NO,14,,2006.0,5.10,165,LW,London Knights,43,13,17,30,0.7,13,2,3,3,2,8,5,16.7,56.5
Martin Misiak,NO,90,,2004.0,6.02,200,C,Erie Otters,34,12,18,30,0.88,-13,6,5,2,0,12,11,36.7,26.0
Nathan Aspinall,NO,76,,2006.0,6.07,195,LW,Flint Firebirds,41,12,18,30,0.73,-7,3,5,1,1,28,8,26.7,16.0
Easton Wainwright,NO,12,,2005.0,5.10,190,C,Sarnia Sting,42,11,19,30,0.71,4,2,3,3,0,38,5,16.7,16.5
Jacob Julien,NO,13,,2004.0,6.04,190,C,London Knights,44,8,22,30,0.68,3,3,7,4,0,32,10,33.3,20.0
Jack Brauti,NO,6,,2006.0,6.00,165,D,Niagara IceDogs,41,6,24,30,0.73,-2,0,9,2,0,31,9,30.0,15.0
Landon Sim,NO,90,,2004.0,5.11,185,LW,London Knights,34,19,10,29,0.85,16,5,1,2,1,70,6,20.7,-1.0
Jack Pridham,NO,24,,2005.0,6.02,185,RW,Kitchener Rangers,27,15,14,29,1.07,4,6,5,5,1,24,11,37.9,31.0
Brad Gardiner,NO,25,,2005.0,6.01,185,C,Barrie Colts,43,13,16,29,0.67,9,3,2,3,0,14,5,17.2,45.0
Ryan Brown,NO,23,,2007.0,5.11,172,LW,Sarnia Sting,45,13,16,29,0.64,8,0,3,2,2,19,3,10.3,39.0
Mitch Young,NO,5,,2005.0,6.02,190,D,Sarnia Sting,37,4,25,29,0.78,4,1,7,1,0,56,8,27.6,-6.5
Matthew Mayich,NO,22,,2004.0,6.02,197,D,Ottawa 67's,42,4,25,29,0.69,-11,1,5,0,0,40,6,20.7,-5.5
Will Gerrior,NO,23,,2004.0,5.10,179,LW,Ottawa 67's,39,21,7,28,0.72,2,7,3,3,0,10,10,35.7,44.5
Tyson Doucette,NO,25,,2004.0,6.00,181,LW,Sarnia Sting,42,17,11,28,0.67,-14,5,6,0,0,15,11,39.3,21.5
Chase Coughlan,NO,9,,2005.0,5.11,194,RW,Sudbury Wolves,40,16,12,28,0.7,1,3,6,1,1,71,9,32.1,-20.0
Carter Lowe,NO,85,,2006.0,6.03,215,LW,Barrie Colts,45,13,15,28,0.62,8,1,4,1,1,8,5,17.9,48.5
Mike Levin,NO,16,,2005.0,5.08,158,LW,Niagara IceDogs,40,10,18,28,0.7,-3,1,4,1,1,28,5,17.9,16.0
Alex Kostov,NO,47,,2006.0,6.04,195,RW,Flint Firebirds,45,8,20,28,0.62,1,0,3,1,1,48,3,10.7,-1.0
Nick DeAngelis,NO,95,,2004.0,6.02,188,D,Sudbury Wolves,43,5,23,28,0.65,-2,3,15,0,1,32,18,64.3,10.5
Angus MacDonell,NO,17,,2005.0,5.10,185,C,Brampton Steelheads,21,15,12,27,1.29,5,5,4,1,1,40,9,33.3,13.0
Quentin Musty,NO,27,,2005.0,6.02,200,LW,Sudbury Wolves,16,12,15,27,1.69,-4,3,4,0,1,6,7,25.9,36.5
Gage Heyes,NO,9,,2004.0,6.00,172,RW,Kingston Frontenacs,44,12,15,27,0.61,3,1,0,0,0,36,1,3.7,13.5
Jack Van Volsen,NO,14,,2006.0,6.02,190,C,Brampton Steelheads,42,11,16,27,0.64,-10,4,4,1,0,12,8,29.6,24.0
Emil Hemming,NO,28,,2006.0,6.01,205,RW,Barrie Colts,39,10,17,27,0.69,5,4,5,2,0,16,9,33.3,34.5
Evan Konyen,NO,91,,2004.0,6.00,180,RW,Flint Firebirds,45,10,17,27,0.6,-12,1,3,0,0,33,4,14.8,0.5
Owen Griffin,NO,96,,2007.0,5.10,160,C,Oshawa Generals,40,8,19,27,0.68,-7,1,8,2,0,23,9,33.3,14.5
Henry Brzustewicz,NO,2,,2007.0,6.01,194,D,London Knights,43,8,19,27,0.63,14,2,8,1,0,64,10,37.0,-5.5
Oliver Bonk,NO,59,,2005.0,6.02,210,D,London Knights,31,7,20,27,0.87,22,2,10,1,0,18,12,44.4,48.0
Matthew Mania,NO,19,,2005.0,6.01,190,D,Flint Firebirds,45,5,22,27,0.6,3,2,6,0,0,40,8,29.6,6.0
Adam Zidlicky,NO,91,,2005.0,6.00,170,LW,Brampton Steelheads,30,15,11,26,0.87,10,0,1,2,1,44,1,3.8,12.5
Beckham Edwards,YES,81,,2008.0,6.01,170,C,Sarnia Sting,39,15,11,26,0.67,-8,6,3,1,0,0,9,34.6,38.5
AJ Spellacy,NO,8,,2006.0,6.03,204,C,Windsor Spitfires,41,12,14,26,0.63,3,3,2,1,2,42,5,19.2,6.0
Jett Luchanko,NO,7,,2006.0,5.11,191,C,Guelph Storm,21,11,15,26,1.24,0,2,2,3,0,21,4,15.4,23.5
Lev Katzin,YES,33,,2007.0,5.8,176,C,Guelph Storm,19,7,19,26,1.37,4,1,8,0,3,6,9,34.6,40.5
Jack Dever,NO,18,,2005.0,5.10,181,C,Ottawa 67's,39,5,21,26,0.67,-3,1,6,0,0,8,7,26.9,30.5
Connor Clattenburg,NO,23,,2005.0,6.02,205,LW,Flint Firebirds,32,13,12,25,0.78,-3,4,2,3,1,79,6,24.0,-38.0
Alex Assadourian,NO,8,,2005.0,5.10,172,C,Niagara IceDogs,24,12,13,25,1.04,12,1,5,2,1,18,6,24.0,37.5
Lauri Sinivuori,NO,42,,2006.0,6.01,178,LW,Oshawa Generals,45,11,14,25,0.56,11,0,3,4,1,31,3,12.0,23.0
Noel Nordh,NO,43,,2005.0,6.02,198,LW,Soo Greyhounds,23,10,15,25,1.09,-1,4,8,1,0,4,12,48.0,37.5
Zach Wigle,NO,26,,2004.0,6.00,193,C,North Bay Battalion,42,7,18,25,0.6,6,0,2,2,3,4,2,8.0,43.0
Spencer Sova,NO,22,,2004.0,6.01,190,D,Brampton Steelheads,38,5,20,25,0.66,10,2,7,1,0,22,9,36.0,28.0
Bode Stewart,NO,71,,2006.0,6.01,175,LW,Barrie Colts,42,3,22,25,0.6,12,0,3,0,0,20,3,12.0,31.0
Pierce Mbuyi,YES,21,,2008.0,5.10,153,LW,Owen Sound Attack,40,14,10,24,0.6,-3,5,2,1,0,28,7,29.2,12.0
Alessandro Di Iorio,YES,17,,2008.0,6.01,175,C,Sarnia Sting,35,7,17,24,0.69,-11,2,8,1,0,6,10,41.7,22.5
Jonathan Melee,NO,23,,2004.0,6.00,184,LW,Peterborough Petes,43,16,7,23,0.53,-16,3,4,0,1,37,7,30.4,-10.5
Travis Hayes,NO,13,,2007.0,5.11,169,RW,Soo Greyhounds,41,11,12,23,0.56,2,1,1,0,0,34,2,8.7,8.0
Aiden Young,NO,26,,2007.0,5.10,180,C,Peterborough Petes,42,11,12,23,0.55,-4,4,6,1,0,22,10,43.5,14.0
Gabriel Frasca,NO,86,,2006.0,6.01,180,C,Erie Otters,40,10,13,23,0.58,-11,2,4,0,1,22,6,26.1,6.5
Blake Smith,NO,5,,2004.0,6.05,225,D,Flint Firebirds,43,9,14,23,0.53,4,2,2,1,0,32,4,17.4,11.0
Tristan Delisle,NO,40,,2007.0,5.11,172,C,Owen Sound Attack,42,7,16,23,0.55,-5,1,4,2,0,45,5,21.7,-12.0
Nic Whitehead,NO,10,,2007.0,5.10,159,C,Ottawa 67's,44,6,17,23,0.52,-4,0,7,1,0,12,7,30.4,21.5
Owen Protz,NO,12,,2006.0,6.02,207,D,Brantford Bulldogs,45,5,18,23,0.51,-1,0,1,2,0,38,1,4.3,-2.0
Beau Akey,NO,86,,2005.0,6.00,183,D,Barrie Colts,34,4,19,23,0.68,10,0,8,0,1,24,8,34.8,22.5
Calvin Crombie,NO,14,,2005.0,6.00,186,RW,Brantford Bulldogs,39,3,20,23,0.59,-5,0,3,1,0,53,3,13.0,-22.0
James Petrovski,NO,28,,2005.0,6.03,190,LD,Owen Sound Attack,45,0,23,23,0.51,-9,0,13,0,0,78,13,56.5,-52.5
Matthew Wang,NO,28,,2005.0,6.02,202,LW,Flint Firebirds,45,13,9,22,0.49,8,1,0,2,0,39,1,4.5,8.5
Caden Taylor,NO,19,,2007.0,6.03,185,LW,Peterborough Petes,45,12,10,22,0.49,-24,4,3,1,0,30,7,31.8,-15.0
Owen Allard,NO,14,,2004.0,6.02,200,C,Soo Greyhounds,21,11,11,22,1.05,-2,6,2,3,1,0,8,36.4,36.5
Colin Fitzgerald,YES,27,,2008.0,6.02,195,C,Peterborough Petes,39,9,13,22,0.56,-16,4,6,0,0,43,10,45.5,-21.5
Andrew Vermeulen,NO,27,,2006.0,6.02,200,LW,Kitchener Rangers,43,8,14,22,0.51,16,1,2,0,1,18,3,13.6,35.0
Matthew Schaefer,NO,48,,2007.0,6.02,183,D,Erie Otters,17,7,15,22,1.29,21,2,6,2,0,8,8,36.4,49.5
Jimmy Lombardi,NO,10,,2007.0,6.00,178,C,Flint Firebirds,41,6,16,22,0.54,-6,1,3,0,0,21,4,18.2,9.0
Luca D'Amato,NO,4,,2004.0,5.09,160,D,Oshawa Generals,45,4,18,22,0.49,-1,0,6,0,1,18,6,27.3,16.0
Lukas Fischer,NO,13,,2006.0,6.03,184,D,Sarnia Sting,28,9,12,21,0.75,-6,3,4,1,0,45,7,33.3,-15.0
Dimian Zhilkin,YES,71,,2008.0,5.09,160,RW,Saginaw Spirit,29,7,14,21,0.72,2,1,4,0,0,24,5,23.8,13.0
Chris Barlas,NO,9,,2005.0,5.10,182,LW,Ottawa 67's,43,6,15,21,0.49,-12,2,1,0,0,31,3,14.3,-8.5
Alexis Daviault,NO,72,,2005.0,6.00,184,D,Erie Otters,41,4,17,21,0.51,-24,1,7,0,0,50,8,38.1,-40.5
Carson Woodall,NO,24,,2006.0,5.11,183,D,Windsor Spitfires,44,3,18,21,0.48,-4,0,11,0,0,14,11,52.4,15.0
Nic Sima,NO,92,,2005.0,6.03,195,RW,Saginaw Spirit,38,10,10,20,0.53,-13,3,5,1,1,63,8,40.0,-41.0
Ruslan Karimov,YES,19,,2007.0,6.00,200,LW,Sarnia Sting,43,10,10,20,0.47,-6,1,3,1,0,42,4,20.0,-13.0
Filip Ekberg,YES,34,,2007.0,5.10,166,C,Ottawa 67's,31,9,11,20,0.65,-2,5,7,1,0,2,12,60.0,30.5
Luke McNamara,NO,29,,2005.0,6.03,182,C,Windsor Spitfires,42,8,12,20,0.48,12,2,1,0,0,42,3,15.0,4.0
Carson Cameron,NO,15,,2007.0,6.02,193,D,Peterborough Petes,43,7,13,20,0.47,-18,2,8,1,0,16,10,50.0,-0.5
Martin Matejicek,NO,5,,2005.0,6.02,205,D,Peterborough Petes,45,7,13,20,0.44,-9,1,3,2,0,20,4,20.0,4.5
Bruce McDonald,NO,29,,2004.0,6.00,177,C,Owen Sound Attack,44,6,14,20,0.45,-12,0,6,1,1,8,6,30.0,13.0
James Guo,NO,73,,2005.0,6.01,195,RD,Saginaw Spirit,39,4,16,20,0.51,15,0,2,1,0,25,2,10.0,22.0
Jakub Chromiak,NO,3,,2005.0,5.11,183,RD,Kitchener Rangers,33,3,17,20,0.61,12,2,8,0,0,14,10,50.0,29.5
Sebastien Gervais,NO,15,,2005.0,6.01,190,C,Saginaw Spirit,34,3,17,20,0.59,-6,0,4,1,0,14,4,20.0,11.5
Vann Williamson,NO,27,,2006.0,6.01,188,D,Kingston Frontenacs,44,2,18,20,0.45,14,0,2,1,0,16,2,10.0,29.0
Carson Campbell,NO,8,,2006.0,6.01,180,RD,Kitchener Rangers,44,1,19,20,0.45,17,0,0,0,0,20,0,0.0,27.5
Gabriel Chiarot,NO,20,,2006.0,5.11,191,RW,Brampton Steelheads,41,10,9,19,0.46,7,0,0,1,0,47,0,0.0,-6.5
Ben Pickell,NO,12,,2005.0,5.09,186,C,Kingston Frontenacs,43,9,10,19,0.44,7,0,0,1,0,34,0,0.0,6.0
Kieran Witkowski,NO,13,,2007.0,5.11,176,LW,Brampton Steelheads,43,8,11,19,0.44,0,0,0,1,0,12,0,0.0,20.5
Joshua Avery,YES,86,,2007.0,6.01,170,C,Brantford Bulldogs,44,8,11,19,0.43,2,1,0,0,0,10,1,5.3,24.5
Jacob Therrien,NO,6,,2006.0,5.08,170,RW,North Bay Battalion,32,6,13,19,0.59,-27,5,8,0,0,59,13,68.4,-54.5
Jesse Nurmi,NO,44,,2005.0,6.00,180,LW,London Knights,35,6,13,19,0.54,5,0,3,0,0,10,3,15.8,26.5
Jared Woolley,NO,51,,2006.0,6.05,207,D,London Knights,44,5,14,19,0.43,36,1,1,0,0,57,2,10.5,10.0
Matthew Virgilio,NO,48,,2006.0,5.11,196,D,Niagara IceDogs,45,3,16,19,0.42,-7,1,8,0,0,44,9,47.4,-21.0
Rylan Singh,NO,4,,2007.0,5.11,187,D,Guelph Storm,43,2,17,19,0.44,-32,0,8,0,0,12,8,42.1,-14.5
Chase Reid,YES,25,,2007.0,6.02,185,D,Soo Greyhounds,16,1,18,19,1.19,4,1,6,0,0,16,7,36.8,17.0
Carter Stevens,YES,96,,2008.0,6.01,184,C,Guelph Storm,42,9,9,18,0.43,-12,5,5,0,0,28,10,55.6,-8.5
Gavin Bryant,NO,13,,2004.0,5.11,188,C,Peterborough Petes,31,8,10,18,0.58,-3,2,2,3,0,22,4,22.2,6.0
Mason Zebeski,NO,19,,2005.0,6.02,197,LW,Brampton Steelheads,33,8,10,18,0.55,0,0,0,1,0,41,0,0.0,-10.0
Cole Zurawski,YES,17,,2008.0,6.00,181,RW,Owen Sound Attack,39,8,10,18,0.46,5,0,0,1,0,11,0,0.0,25.0
Lucas Karmiris,NO,27,,2006.0,5.11,190,C,Brampton Steelheads,24,5,13,18,0.75,10,0,2,1,0,15,2,11.1,24.5
Braydon McCallum,NO,29,,2006.0,5.10,185,RW,Peterborough Petes,36,5,13,18,0.5,-16,1,6,0,2,81,7,38.9,-67.5
Kaeden Johnston,NO,20,,2005.0,6.01,175,RW,Saginaw Spirit,40,5,13,18,0.45,-13,0,0,0,0,22,0,0.0,-5.5
Donovan McCoy,NO,19,,2004.0,6.01,205,D,Sudbury Wolves,35,4,14,18,0.51,-2,1,7,1,0,36,8,44.4,-9.0
Ethan Hay,NO,68,,2005.0,6.01,195,C,Kingston Frontenacs,40,10,7,17,0.43,-16,4,1,0,0,69,5,29.4,-54.5
Lirim Amidovski,NO,29,,2006.0,6.01,175,RW,North Bay Battalion,41,10,7,17,0.41,-15,1,1,4,1,29,2,11.8,-13.5
Ben Cormier,NO,8,,2006.0,6.00,172,C,Owen Sound Attack,41,10,7,17,0.41,-6,2,2,0,1,16,4,23.5,8.5
Marek Vanacker,NO,78,,2006.0,6.01,170,LW,Brantford Bulldogs,23,8,9,17,0.74,-3,1,3,0,1,20,4,23.5,6.5
